incident_id,opened_at,cell_id,issue_type,complaint_summary,root_cause,resolution,status,severity
INC-2026-506,2026-05-28T19:00:00,XYZ409,latency,Video buffering on 5QI-9 during peak XYZ409,UPF cluster CPU saturation,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Low
INC-2026-507,2026-05-29T00:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-508,2026-05-29T09:00:00,XYZ410,latency,Video buffering on 5QI-9 during peak XYZ410,UPF cluster CPU saturation,Adjusted PRACH configuration index and root sequence,Closed,Low
INC-2026-509,2026-05-29T16:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-510,2026-05-29T23:00:00,XYZ410,rach,Registration failures at cell edge XYZ410,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,Low
INC-2026-511,2026-05-30T02:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Added neighbor relation and tuned HO margins,Closed,Medium
INC-2026-512,2026-05-30T14:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-513,2026-05-30T17:00:00,XYZ402,latency,Video buffering on 5QI-9 during peak XYZ402,UPF cluster CPU saturation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-514,2026-05-31T03:00:00,XYZ401,transport,N3 throughput cap during evening peak XYZ401,Backhaul link at high utilization on core switch,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-515,2026-05-31T10:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Re-ran beam calibration procedure,Closed,Medium
INC-2026-516,2026-05-31T15:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Medium
INC-2026-517,2026-05-31T22:00:00,XYZ402,latency,Video buffering on 5QI-9 during peak XYZ402,UPF cluster CPU saturation,Adjusted PRACH configuration index and root sequence,In Progress,High
INC-2026-518,2026-06-01T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-519,2026-06-01T15:00:00,XYZ409,beamforming,Beam failure ratio above threshold XYZ409,SSB beam weight drift after AAU firmware upgrade,Adjusted PRACH configuration index and root sequence,Closed,Low
INC-2026-520,2026-06-01T18:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,Critical
INC-2026-521,2026-06-02T03:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-522,2026-06-02T12:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Re-ran beam calibration procedure,Closed,Medium
INC-2026-523,2026-06-02T16:00:00,XYZ410,latency,Video buffering on 5QI-9 during peak XYZ410,UPF cluster CPU saturation,Re-ran beam calibration procedure,Closed,Low
INC-2026-524,2026-06-03T01:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-525,2026-06-03T05:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-526,2026-06-03T11:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,Critical
INC-2026-527,2026-06-03T19:00:00,XYZ402,latency,Video buffering on 5QI-9 during peak XYZ402,UPF cluster CPU saturation,Re-ran beam calibration procedure,Closed,Critical
INC-2026-528,2026-06-04T05:00:00,XYZ410,transport,N3 throughput cap during evening peak XYZ410,Backhaul link at high utilization on core switch,Added neighbor relation and tuned HO margins,Closed,Low
INC-2026-529,2026-06-04T13:00:00,XYZ405,rlf,RLF cluster after successful HO on XYZ405,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Medium
INC-2026-530,2026-06-04T20:00:00,XYZ410,rach,Registration failures at cell edge XYZ410,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,Low
INC-2026-531,2026-06-05T01:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-532,2026-06-05T10:00:00,XYZ401,rach,Registration failures at cell edge XYZ401,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,Closed,High
INC-2026-533,2026-06-05T12:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-534,2026-06-05T23:00:00,XYZ405,beamforming,Beam failure ratio above threshold XYZ405,SSB beam weight drift after AAU firmware upgrade,Adjusted PRACH configuration index and root sequence,In Progress,Medium
INC-2026-535,2026-06-06T04:00:00,XYZ410,rach,Registration failures at cell edge XYZ410,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,Low
INC-2026-536,2026-06-06T10:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,In Progress,High
INC-2026-537,2026-06-06T20:00:00,XYZ405,rach,Registration failures at cell edge XYZ405,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Medium
INC-2026-538,2026-06-07T00:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-539,2026-06-07T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-540,2026-06-07T14:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,Closed,High
INC-2026-541,2026-06-08T00:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Closed,High
INC-2026-542,2026-06-08T06:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-543,2026-06-08T10:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-544,2026-06-08T22:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Closed,Critical
INC-2026-545,2026-06-09T04:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-546,2026-06-09T12:00:00,XYZ409,rach,Registration failures at cell edge XYZ409,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,Closed,Low
INC-2026-547,2026-06-09T15:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-548,2026-06-09T22:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-549,2026-06-10T08:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,High
INC-2026-550,2026-06-10T14:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Re-ran beam calibration procedure,Closed,Medium
INC-2026-551,2026-06-10T23:00:00,XYZ402,core,PDU session release without RF anomaly XYZ402,AMF subscription profile missing DNN,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-552,2026-06-11T03:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-553,2026-06-11T08:00:00,XYZ401,handover,HO prep/exec failure spike neighbor sector XYZ401,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-554,2026-06-11T16:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-555,2026-06-11T23:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-556,2026-06-12T09:00:00,XYZ408,rlf,RLF cluster after successful HO on XYZ408,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-557,2026-06-12T16:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-558,2026-06-12T21:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-559,2026-06-13T04:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,In Progress,High
INC-2026-560,2026-06-13T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Closed,High
INC-2026-561,2026-06-13T18:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-562,2026-06-14T03:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Open,Critical
INC-2026-563,2026-06-14T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Open,High
INC-2026-564,2026-06-14T14:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Closed,High
INC-2026-565,2026-06-14T23:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-566,2026-06-15T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-567,2026-06-15T14:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-568,2026-06-15T20:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Rebalanced UPF sessions and scaled pod count,Closed,Critical
INC-2026-569,2026-06-16T03:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-570,2026-06-16T10:00:00,XYZ410,call_drop,Voice drops during mobility on XYZ410,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Open,Low
INC-2026-571,2026-06-16T16:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,In Progress,High
INC-2026-572,2026-06-16T23:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-573,2026-06-17T05:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,In Progress,Critical
INC-2026-574,2026-06-17T15:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,High
INC-2026-575,2026-06-17T19:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-576,2026-06-18T04:00:00,XYZ409,call_drop,Voice drops during mobility on XYZ409,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-577,2026-06-18T13:00:00,XYZ401,rlf,RLF cluster after successful HO on XYZ401,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,High
INC-2026-578,2026-06-18T20:00:00,XYZ405,beamforming,Beam failure ratio above threshold XYZ405,SSB beam weight drift after AAU firmware upgrade,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-579,2026-06-19T01:00:00,XYZ408,rlf,RLF cluster after successful HO on XYZ408,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-580,2026-06-19T09:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,In Progress,High
INC-2026-581,2026-06-19T14:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Updated UDM subscription template,Closed,Medium
INC-2026-582,2026-06-19T19:00:00,XYZ402,core,PDU session release without RF anomaly XYZ402,AMF subscription profile missing DNN,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-583,2026-06-20T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-584,2026-06-20T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-585,2026-06-20T19:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-586,2026-06-21T04:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Closed,High
INC-2026-587,2026-06-21T07:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-588,2026-06-21T18:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-589,2026-06-22T00:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-590,2026-06-22T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-591,2026-06-22T10:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-592,2026-06-22T21:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,Critical
INC-2026-593,2026-06-23T01:00:00,XYZ410,rlf,RLF cluster after successful HO on XYZ410,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Low
INC-2026-594,2026-06-23T11:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,Critical
INC-2026-595,2026-06-23T18:00:00,XYZ403,call_drop,Voice drops during mobility on XYZ403,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,High
INC-2026-596,2026-06-23T23:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Closed,Medium
INC-2026-597,2026-06-24T05:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-598,2026-06-24T14:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,In Progress,High
INC-2026-599,2026-06-24T23:00:00,XYZ410,call_drop,Voice drops during mobility on XYZ410,Missed Xn neighbor relation for inter-gNB HO,Added neighbor relation and tuned HO margins,Open,Low
INC-2026-600,2026-06-25T06:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-601,2026-06-25T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-602,2026-06-25T19:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-603,2026-06-26T01:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-604,2026-06-26T10:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Medium
INC-2026-605,2026-06-26T12:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,High
INC-2026-606,2026-06-26T20:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-607,2026-06-27T07:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-608,2026-06-27T11:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,In Progress,Critical
INC-2026-609,2026-06-27T19:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-610,2026-06-28T00:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Closed,High
INC-2026-611,2026-06-28T09:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-612,2026-06-28T16:00:00,XYZ409,beamforming,Beam failure ratio above threshold XYZ409,SSB beam weight drift after AAU firmware upgrade,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-613,2026-06-28T22:00:00,XYZ407,handover,HO prep/exec failure spike neighbor sector XYZ407,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Open,Medium
INC-2026-614,2026-06-29T04:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-615,2026-06-29T11:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-616,2026-06-29T21:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-617,2026-06-30T05:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,High
INC-2026-618,2026-06-30T07:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-619,2026-06-30T14:00:00,XYZ410,throughput,DL speed below SLA on XYZ410,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,Critical
INC-2026-620,2026-06-30T22:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,Closed,High
INC-2026-621,2026-07-01T08:00:00,XYZ403,throughput,DL speed below SLA on XYZ403,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-622,2026-07-01T13:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Rebalanced UPF sessions and scaled pod count,Closed,Critical
INC-2026-623,2026-07-01T18:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-624,2026-07-02T04:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-625,2026-07-02T12:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-626,2026-07-02T19:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-627,2026-07-02T22:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-628,2026-07-03T10:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-629,2026-07-03T16:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Open,Critical
INC-2026-630,2026-07-03T21:00:00,XYZ401,latency,Video buffering on 5QI-9 during peak XYZ401,UPF cluster CPU saturation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-631,2026-07-04T03:00:00,XYZ405,transport,N3 throughput cap during evening peak XYZ405,Backhaul link at high utilization on core switch,Added neighbor relation and tuned HO margins,Closed,Medium
INC-2026-632,2026-07-04T14:00:00,XYZ404,handover,HO prep/exec failure spike neighbor sector XYZ404,Target cell barred due to transport alarm on F1,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-633,2026-07-04T19:00:00,XYZ405,core,PDU session release without RF anomaly XYZ405,AMF subscription profile missing DNN,Updated UDM subscription template,Closed,Medium
INC-2026-634,2026-07-05T00:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-635,2026-07-05T08:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-636,2026-07-05T14:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,Medium
INC-2026-637,2026-07-06T01:00:00,XYZ403,transport,N3 throughput cap during evening peak XYZ403,Backhaul link at high utilization on core switch,Updated UDM subscription template,Closed,High
INC-2026-638,2026-07-06T08:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Closed,High
INC-2026-639,2026-07-06T14:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Re-ran beam calibration procedure,Closed,Critical
INC-2026-640,2026-07-06T17:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Rebalanced UPF sessions and scaled pod count,In Progress,Critical
INC-2026-641,2026-07-07T05:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Closed,High
INC-2026-642,2026-07-07T11:00:00,XYZ410,throughput,DL speed below SLA on XYZ410,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,Closed,Critical
INC-2026-643,2026-07-07T14:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-644,2026-07-07T22:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-645,2026-07-08T05:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-646,2026-07-08T13:00:00,XYZ404,beamforming,Beam failure ratio above threshold XYZ404,SSB beam weight drift after AAU firmware upgrade,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-647,2026-07-08T23:00:00,XYZ410,rlf,RLF cluster after successful HO on XYZ410,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,Low
INC-2026-648,2026-07-09T03:00:00,XYZ407,core,PDU session release without RF anomaly XYZ407,AMF subscription profile missing DNN,Updated UDM subscription template,Closed,Critical
INC-2026-649,2026-07-09T09:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-650,2026-07-09T19:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-651,2026-07-10T00:00:00,XYZ403,beamforming,Beam failure ratio above threshold XYZ403,SSB beam weight drift after AAU firmware upgrade,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,High
INC-2026-652,2026-07-10T07:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Updated UDM subscription template,Closed,Critical
INC-2026-653,2026-07-10T14:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-654,2026-07-10T21:00:00,XYZ409,handover,HO prep/exec failure spike neighbor sector XYZ409,Target cell barred due to transport alarm on F1,Rebalanced UPF sessions and scaled pod count,Closed,Low
INC-2026-655,2026-07-11T03:00:00,XYZ402,core,PDU session release without RF anomaly XYZ402,AMF subscription profile missing DNN,Rebalanced UPF sessions and scaled pod count,Open,High
INC-2026-656,2026-07-11T10:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Added neighbor relation and tuned HO margins,Open,High
